Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Chase Dickens,PNR,Left,Off,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Tanner Tedesco,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Tanner Tedesco,PNR,High,Off,Jack Plesser,P&R Roll Man,N/A,Roll
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Jackson Otis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Luke Mcgarrity,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Tanner Tedesco,PNR,High,Off,Edward Baptiste,P&R Roll Man,N/A,Roll
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,PNR,Right,Off,Keegan Ocorr,Spot Ups,N/A,Shot
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Tanner Tedesco,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Brock Bowen,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Jack Plesser,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Chase Dickens,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Luke Mcgarrity,Hand Offs,Right,Stationary,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,N/A,Josiah Turner,Post,Right,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Luke Mcgarrity,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Foul,To Basket,Tanner Tedesco,PNR,Right,Off,Jack Plesser,P&R Roll Man,N/A,Slips
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,PNR,High,Off,Josiah Turner,P&R Roll Man,N/A,Pop
UNY,RIT,Union (NY) Dutchmen,2pMa,Dribble Jumper,Jack Plesser,Misc,N/A,N/A,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Chase Dickens,PNR,Left,Off,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,Dribble Jumper,Edward Baptiste,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Brock Bowen,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Connor Cepiel,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Matthew Garside,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Josiah Turner,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,Dribble Jumper,Matthew Garside,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Luke Mcgarrity,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Foul,N/A,Josiah Turner,Post,Right,Face Up,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Aren Cummings,Misc,N/A,N/A,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Chase Dickens,Hand Offs,Left,Stationary,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Foul,To Basket,Tanner Tedesco,PNR,Left,Off,Christian Dufort,Spot Ups,Right,Drive
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Mark Osime,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Luke Mcgarrity,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Matt Caggiano,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Connor Cepiel,PNR,High,Off,Aren Cummings,Spot Ups,Right,Drive
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Brody Brown,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,Dribble Jumper,Tanner Tedesco,PNR,Left,Away,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pMa,Dribble Jumper,Luke Mcgarrity,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Matt Caggiano,PNR,Left,Away,Mark Osime,Spot Ups,Right,Drive
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Christian Dufort,Misc,N/A,N/A,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Brock Bowen,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Lemar Fulmore Jr,Misc,N/A,N/A,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Mark Osime,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Connor Cepiel,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Kenny Wilburn,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Luke Mcgarrity,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Matt Caggiano,PNR,Left,Off,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Matt Caggiano,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Connor Cepiel,PNR,Left,N/A,Lemar Fulmore Jr,Spot Ups,N/A,Shot
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Matt Caggiano,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,Dribble Jumper,Brendan Reid,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,Drop Step,Kenny Wilburn,Post,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Luke Mcgarrity,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Tanner Tedesco,PNR,High,Off,Brendan Reid,P&R Roll Man,N/A,Pop
UNY,RIT,Rochester Institute of Technology Tigers,And1,To Basket,Mark Osime,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Christian Dufort,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Christian Dufort,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Christian Dufort,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,Drop Step,Jack Plesser,Post,Right,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Christian Dufort,PNR,Right,Off,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,Drop Step,Kenny Wilburn,Post,Middle,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Tanner Tedesco,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Matt Caggiano,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Josiah Turner,P&R Roll Man,N/A,Pop
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Jack Plesser,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Tanner Tedesco,PNR,High,Off,Jack Plesser,P&R Roll Man,N/A,Roll
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Tanner Tedesco,Iso,Right,N/A,Edward Baptiste,Spot Ups,Right,Drive
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Post,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Connor Cepiel,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Keegan Ocorr,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Brock Bowen,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Luke Mcgarrity,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,N/A,Jack Plesser,Post,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Keegan Ocorr,Iso,Top,N/A,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,Dribble Jumper,Tanner Tedesco,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Turnover,To Basket,Josiah Turner,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,N/A,Edward Baptiste,Post,Middle,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Jack Plesser,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Post,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,N/A,Jack Plesser,Post,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Matt Caggiano,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,Dribble Jumper,Luke Mcgarrity,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brody Brown,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,No Dribble Jumper,Connor Cepiel,PNR,High,Off,Edward Baptiste,Spot Ups,N/A,Shot
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Foul,To Basket,Christian Dufort,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,Dribble Jumper,Matthew Garside,PNR,High,Off,Luke Mcgarrity,Spot Ups,Right,Drive
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Brody Brown,Spot Ups,N/A,Shot
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Jack Plesser,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Aren Cummings,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,No Dribble Jumper,Kenny Wilburn,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Matthew Garside,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Aren Cummings,Iso,Left,N/A,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Brody Brown,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,Dribble Jumper,Matthew Garside,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,PNR,High,Away,Mark Osime,Spot Ups,N/A,Shot
UNY,RIT,Union (NY) Dutchmen,3pMa,No Dribble Jumper,Tanner Tedesco,PNR,High,Off,Christian Dufort,Spot Ups,N/A,Shot
UNY,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Matt Caggiano,PNR,Left,Off,Josiah Turner,P&R Roll Man,Right,Pop
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Luke Mcgarrity,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,Dribble Jumper,Tanner Tedesco,PNR,High,Off,Christian Dufort,Spot Ups,Left,Drive
UNY,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Matt Caggiano,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Turnover,N/A,Connor Cepiel,PNR,Left,Off,Luke Mcgarrity,Spot Ups,Left,Drive
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Brody Brown,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Luke Mcgarrity,PNR,Left,Off,Brendan Reid,Spot Ups,N/A,Shot
UNY,RIT,Rochester Institute of Technology Tigers,And1,To Basket,Josiah Turner,Post,Right,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pmi,To Basket,Christian Dufort,Iso,Right,N/A,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brody Brown,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,Dribble Jumper,Tanner Tedesco,PNR,Right,Off,Connor Cepiel,Spot Ups,Right,Drive
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Matt Caggiano,PNR,Left,Away,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,Foul,To Basket,Tanner Tedesco,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Iso,Right,N/A,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Jack Plesser,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
UNY,RIT,Rochester Institute of Technology Tigers,2pMa,Drop Step,Matt Caggiano,Post,Left,Dribble,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,3pmi,No Dribble Jumper,Tanner Tedesco,PNR,Left,Off,Luke Mcgarrity,Spot Ups,N/A,Shot
UNY,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Matt Caggiano,PNR,High,Off,Josiah Turner,P&R Roll Man,Right,Pop
UNY,RIT,Union (NY) Dutchmen,2pmi,Dribble Jumper,Tanner Tedesco,PNR,High,Off,N/A,N/A,N/A,N/A
UNY,RIT,Union (NY) Dutchmen,2pMa,To Basket,Christian Dufort,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
