Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Carter Meshanic,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Kenny Wilburn,Iso,Top,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pMa,To Basket,Isaiah Washington,Iso,Right,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Misc,N/A,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pmi,Dribble Jumper,Aidan Rodgers,PNR,Right,Away,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pMa,Drop Step,Carter Meshanic,Post,Right,Dribble,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,And1,To Basket,Pat Healy,PNR,High,Away,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,PNR,High,Off,Brock Bowen,Spot Ups,N/A,Shot
HOB,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Jackson Otis,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,Turnover,N/A,Aidan Rodgers,Misc,N/A,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Aidan Rodgers,Misc,N/A,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Chase Dickens,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,3pMa,No Dribble Jumper,Ryan Lucey,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Keegan Ocorr,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pmi,Dribble Jumper,Aidan Rodgers,PNR,Left,Off,Pat Healy,Spot Ups,Left,Drive
HOB,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Kenny Wilburn,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pMa,To Basket,Carter Meshanic,Iso,Right,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Keegan Ocorr,PNR,High,Off,Jackson Otis,P&R Roll Man,N/A,Pop
HOB,RIT,Hobart College Statesmen,2pMa,To Basket,Pat Healy,PNR,Left,Away,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Brock Bowen,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Pat Healy,Misc,N/A,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Brock Bowen,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,Turnover,N/A,Pat Healy,Misc,N/A,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Kenny Wilburn,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,3pmi,No Dribble Jumper,Hunter Meshanic,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Brody Brown,Misc,N/A,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Dorian Paki,Iso,Top,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Ronnie Toole,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,Turnover,N/A,Aidan Rodgers,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Misc,N/A,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pMa,To Basket,Isaiah Washington,Misc,N/A,N/A,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Ronnie Toole,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Aidan Rodgers,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pMa,To Basket,Dorian Paki,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Brody Brown,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,3pmi,No Dribble Jumper,Alex Moesch,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Matt Caggiano,Iso,Right,N/A,Keegan Ocorr,Cuts,N/A,Basket
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Hunter Meshanic,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,2pmi,To Basket,Dorian Paki,Post,Middle,Dribble,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,Foul,To Basket,Carter Meshanic,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Matt Caggiano,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
HOB,RIT,Hobart College Statesmen,3pMa,No Dribble Jumper,Alex Moesch,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
HOB,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
